dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
TTToSemiLeptonic,6,3.01,"[700.0, 800.0)",15,0.6207531341321005,0.05623135672584048
TTToSemiLeptonic,6,3.01,"[800.0, 900.0)",4,0.144054514823936,0.00699411817102529
TTToSemiLeptonic,6,3.01,"[900.0, 1000.0)",3,0.13345759731144682,0.006979018028705475
TTToSemiLeptonic,6,3.01,"[1000.0, 1100.0)",2,0.08891027643518569,0.0048770293628987455
TTToSemiLeptonic,6,3.01,"[1100.0, 1200.0)",0,,
TTToSemiLeptonic,6,3.01,"[1200.0, 1300.0)",1,-0.031253544975741517,0.0009767840735506986
TTToSemiLeptonic,6,3.01,"[1300.0, 1400.0)",0,,
TTToSemiLeptonic,6,3.01,"[1400.0, 1500.0)",0,,
TTToSemiLeptonic,6,3.01,"[1500.0, 1600.0)",0,,
TTToSemiLeptonic,6,3.01,"[1600.0, 1700.0)",0,,
TTToSemiLeptonic,6,3.01,"[1700.0, 1800.0)",1,0.04738790438076114,0.0022456134816001617
TTToSemiLeptonic,6,3.01,"[1800.0, 1900.0)",0,,
TTToSemiLeptonic,6,3.01,"[1900.0, 2000.0)",0,,
TTToSemiLeptonic,6,3.01,"[2000.0, inf)",0,,
TTGJets,6,3.01,"[-inf, 200.0)",0,,
TTGJets,6,3.01,"[200.0, 300.0)",36,1.9787893201714883,0.4862119711415872
TTGJets,6,3.01,"[300.0, 400.0)",22,1.5437867850961378,0.2693352159286018
TTGJets,6,3.01,"[400.0, 500.0)",6,0.19868298507134682,0.07578419659456469
TTGJets,6,3.01,"[500.0, 600.0)",4,0.46952015207380804,0.06533930652993052
TTGJets,6,3.01,"[600.0, 700.0)",2,0.20524769089202186,0.02726581241695375
TTGJets,6,3.01,"[700.0, 800.0)",2,0.19077185973066102,0.02253148600111112
TTGJets,6,3.01,"[800.0, 900.0)",0,,
TTGJets,6,3.01,"[900.0, 1000.0)",0,,
TTGJets,6,3.01,"[1000.0, 1100.0)",0,,
TTGJets,6,3.01,"[1100.0, 1200.0)",0,,
TTGJets,6,3.01,"[1200.0, 1300.0)",0,,
TTGJets,6,3.01,"[1300.0, 1400.0)",0,,
TTGJets,6,3.01,"[1400.0, 1500.0)",0,,
TTGJets,6,3.01,"[1500.0, 1600.0)",0,,
TTGJets,6,3.01,"[1600.0, 1700.0)",0,,
TTGJets,6,3.01,"[1700.0, 1800.0)",0,,
TTGJets,6,3.01,"[1800.0, 1900.0)",0,,
TTGJets,6,3.01,"[1900.0, 2000.0)",0,,
TTGJets,6,3.01,"[2000.0, inf)",0,,
TTWJetsToLNu,6,3.01,"[-inf, 200.0)",0,,
TTWJetsToLNu,6,3.01,"[200.0, 300.0)",83,0.1819833972656878,0.0018501587336260718
TTWJetsToLNu,6,3.01,"[300.0, 400.0)",51,0.11299596919579881,0.0012488214795606817
TTWJetsToLNu,6,3.01,"[400.0, 500.0)",26,0.06475312591583392,0.0005649905918022667
TTWJetsToLNu,6,3.01,"[500.0, 600.0)",6,-0.0014271291620348995,0.00016320490131494772
TTWJetsToLNu,6,3.01,"[600.0, 700.0)",6,0.002177869501477582,7.292736311468697e-05
TTWJetsToLNu,6,3.01,"[700.0, 800.0)",3,0.01485008323665695,8.419899260773385e-05
TTWJetsToLNu,6,3.01,"[800.0, 900.0)",2,0.009762518615989825,5.480428232276183e-05
TTWJetsToLNu,6,3.01,"[900.0, 1000.0)",0,,
TTWJetsToLNu,6,3.01,"[1000.0, 1100.0)",0,,
TTWJetsToLNu,6,3.01,"[1100.0, 1200.0)",0,,
TTWJetsToLNu,6,3.01,"[1200.0, 1300.0)",0,,
TTWJetsToLNu,6,3.01,"[1300.0, 1400.0)",1,-0.004918119541493731,2.4187899824422507e-05
TTWJetsToLNu,6,3.01,"[1400.0, 1500.0)",0,,
TTWJetsToLNu,6,3.01,"[1500.0, 1600.0)",0,,
TTWJetsToLNu,6,3.01,"[1600.0, 1700.0)",0,,
TTWJetsToLNu,6,3.01,"[1700.0, 1800.0)",0,,
TTWJetsToLNu,6,3.01,"[1800.0, 1900.0)",0,,
TTWJetsToLNu,6,3.01,"[1900.0, 2000.0)",0,,
TTWJetsToLNu,6,3.01,"[2000.0, inf)",0,,
TTWJetsToQQ,6,3.01,"[-inf, 200.0)",0,,
TTWJetsToQQ,6,3.01,"[200.0, 300.0)",3,0.03739208473016595,0.011222396292006987
TTWJetsToQQ,6,3.01,"[300.0, 400.0)",1,0.06043463128159469,0.003652344658142303
TTWJetsToQQ,6,3.01,"[400.0, 500.0)",1,0.07931820406481489,0.006291377496067619
TTWJetsToQQ,6,3.01,"[500.0, 600.0)",0,,
TTWJetsToQQ,6,3.01,"[600.0, 700.0)",2,0.11910028666456764,0.007093026230687705
TTWJetsToQQ,6,3.01,"[700.0, 800.0)",0,,
TTWJetsToQQ,6,3.01,"[800.0, 900.0)",0,,
TTWJetsToQQ,6,3.01,"[900.0, 1000.0)",0,,
TTWJetsToQQ,6,3.01,"[1000.0, 1100.0)",0,,
TTWJetsToQQ,6,3.01,"[1100.0, 1200.0)",0,,
TTWJetsToQQ,6,3.01,"[1200.0, 1300.0)",0,,
TTWJetsToQQ,6,3.01,"[1300.0, 1400.0)",0,,
TTWJetsToQQ,6,3.01,"[1400.0, 1500.0)",0,,
TTWJetsToQQ,6,3.01,"[1500.0, 1600.0)",0,,
TTWJetsToQQ,6,3.01,"[1600.0, 1700.0)",0,,
TTWJetsToQQ,6,3.01,"[1700.0, 1800.0)",0,,
TTWJetsToQQ,6,3.01,"[1800.0, 1900.0)",0,,
TTWJetsToQQ,6,3.01,"[1900.0, 2000.0)",0,,
TTWJetsToQQ,6,3.01,"[2000.0, inf)",0,,
TTZToLLNuNu_M-10,6,3.01,"[-inf, 200.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[200.0, 300.0)",190,0.23779095630297992,0.0011101994155226322
TTZToLLNuNu_M-10,6,3.01,"[300.0, 400.0)",77,0.07173887057135804,0.00046457407033575365
TTZToLLNuNu_M-10,6,3.01,"[400.0, 500.0)",46,0.06532816756120458,0.0003063279636322712
TTZToLLNuNu_M-10,6,3.01,"[500.0, 600.0)",12,0.03163650967689973,9.29003308569206e-05
TTZToLLNuNu_M-10,6,3.01,"[600.0, 700.0)",7,0.004710442120942432,2.4020922939630724e-05
TTZToLLNuNu_M-10,6,3.01,"[700.0, 800.0)",6,0.006489725526516296,3.6318458856242736e-05
TTZToLLNuNu_M-10,6,3.01,"[800.0, 900.0)",5,0.0038208329378922536,3.388226162630123e-05
TTZToLLNuNu_M-10,6,3.01,"[900.0, 1000.0)",1,0.0007530331104317846,5.670588654065682e-07
TTZToLLNuNu_M-10,6,3.01,"[1000.0, 1100.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1100.0, 1200.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1200.0, 1300.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1300.0, 1400.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1400.0, 1500.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1500.0, 1600.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1600.0, 1700.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1700.0, 1800.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1800.0, 1900.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[1900.0, 2000.0)",0,,
TTZToLLNuNu_M-10,6,3.01,"[2000.0, inf)",0,,
TTZToQQ,6,3.01,"[-inf, 200.0)",0,,
TTZToQQ,6,3.01,"[200.0, 300.0)",18,0.07803759901703278,0.0009345961253859762
TTZToQQ,6,3.01,"[300.0, 400.0)",8,0.05333415928717765,0.0008219722998445057
TTZToQQ,6,3.01,"[400.0, 500.0)",1,-0.010569884480338366,0.00011172245792769782
TTZToQQ,6,3.01,"[500.0, 600.0)",1,0.0025330641933248004,6.416414207504222e-06
TTZToQQ,6,3.01,"[600.0, 700.0)",0,,
TTZToQQ,6,3.01,"[700.0, 800.0)",0,,
TTZToQQ,6,3.01,"[800.0, 900.0)",0,,
TTZToQQ,6,3.01,"[900.0, 1000.0)",0,,
TTZToQQ,6,3.01,"[1000.0, 1100.0)",0,,
TTZToQQ,6,3.01,"[1100.0, 1200.0)",0,,
TTZToQQ,6,3.01,"[1200.0, 1300.0)",0,,
TTZToQQ,6,3.01,"[1300.0, 1400.0)",0,,
TTZToQQ,6,3.01,"[1400.0, 1500.0)",0,,
TTZToQQ,6,3.01,"[1500.0, 1600.0)",0,,
TTZToQQ,6,3.01,"[1600.0, 1700.0)",0,,
TTZToQQ,6,3.01,"[1700.0, 1800.0)",0,,
TTZToQQ,6,3.01,"[1800.0, 1900.0)",0,,
TTZToQQ,6,3.01,"[1900.0, 2000.0)",0,,
TTZToQQ,6,3.01,"[2000.0, inf)",0,,
ttHToNonbb_M125,6,3.01,"[-inf, 200.0)",0,,
ttHToNonbb_M125,6,3.01,"[200.0, 300.0)",29,0.13405473015774713,0.0007016675356955728
ttHToNonbb_M125,6,3.01,"[300.0, 400.0)",18,0.06598335555268396,0.0003299287956427673
ttHToNonbb_M125,6,3.01,"[400.0, 500.0)",3,0.01383927436918923,6.390907573323148e-05
ttHToNonbb_M125,6,3.01,"[500.0, 600.0)",3,0.010420786907439956,4.288565626450298e-05
ttHToNonbb_M125,6,3.01,"[600.0, 700.0)",1,0.004807895841653886,2.3115862424192737e-05
ttHToNonbb_M125,6,3.01,"[700.0, 800.0)",1,-0.005550567702252752,3.0808801817291396e-05
ttHToNonbb_M125,6,3.01,"[800.0, 900.0)",1,0.004845156892060012,2.3475545308676623e-05
ttHToNonbb_M125,6,3.01,"[900.0, 1000.0)",0,,
ttHToNonbb_M125,6,3.01,"[1000.0, 1100.0)",0,,
ttHToNonbb_M125,6,3.01,"[1100.0, 1200.0)",0,,
ttHToNonbb_M125,6,3.01,"[1200.0, 1300.0)",0,,
ttHToNonbb_M125,6,3.01,"[1300.0, 1400.0)",0,,
ttHToNonbb_M125,6,3.01,"[1400.0, 1500.0)",0,,
ttHToNonbb_M125,6,3.01,"[1500.0, 1600.0)",0,,
ttHToNonbb_M125,6,3.01,"[1600.0, 1700.0)",0,,
ttHToNonbb_M125,6,3.01,"[1700.0, 1800.0)",0,,
ttHToNonbb_M125,6,3.01,"[1800.0, 1900.0)",0,,
ttHToNonbb_M125,6,3.01,"[1900.0, 2000.0)",0,,
ttHToNonbb_M125,6,3.01,"[2000.0, inf)",0,,
ttHTobb_M125,6,3.01,"[-inf, 200.0)",0,,
ttHTobb_M125,6,3.01,"[200.0, 300.0)",5,0.012826801876491116,3.3322781739301185e-05
ttHTobb_M125,6,3.01,"[300.0, 400.0)",6,0.016898058584300952,5.2195419556641413e-05
ttHTobb_M125,6,3.01,"[400.0, 500.0)",4,0.0030894103450046567,4.191103781191488e-05
ttHTobb_M125,6,3.01,"[500.0, 600.0)",2,0.005117683609904062,1.599424600562792e-05
ttHTobb_M125,6,3.01,"[600.0, 700.0)",0,,
ttHTobb_M125,6,3.01,"[700.0, 800.0)",0,,
ttHTobb_M125,6,3.01,"[800.0, 900.0)",0,,
ttHTobb_M125,6,3.01,"[900.0, 1000.0)",0,,
ttHTobb_M125,6,3.01,"[1000.0, 1100.0)",0,,
ttHTobb_M125,6,3.01,"[1100.0, 1200.0)",0,,
ttHTobb_M125,6,3.01,"[1200.0, 1300.0)",0,,
ttHTobb_M125,6,3.01,"[1300.0, 1400.0)",0,,
ttHTobb_M125,6,3.01,"[1400.0, 1500.0)",0,,
ttHTobb_M125,6,3.01,"[1500.0, 1600.0)",0,,
ttHTobb_M125,6,3.01,"[1600.0, 1700.0)",0,,
ttHTobb_M125,6,3.01,"[1700.0, 1800.0)",0,,
ttHTobb_M125,6,3.01,"[1800.0, 1900.0)",0,,
ttHTobb_M125,6,3.01,"[1900.0, 2000.0)",0,,
ttHTobb_M125,6,3.01,"[2000.0, inf)",0,,
WW,6,3.01,"[-inf, 200.0)",0,,
WW,6,3.01,"[200.0, 300.0)",267,104.90771520569217,49.09406393057849
WW,6,3.01,"[300.0, 400.0)",112,39.274024721337355,17.69028122570477
WW,6,3.01,"[400.0, 500.0)",43,16.75116191343961,8.275897742651654
WW,6,3.01,"[500.0, 600.0)",15,7.093247629958875,3.6839504711962907
WW,6,3.01,"[600.0, 700.0)",7,3.5013256384976432,1.8139051556629922
WW,6,3.01,"[700.0, 800.0)",2,0.8599854344450549,0.3702104487232422
WW,6,3.01,"[800.0, 900.0)",0,,
WW,6,3.01,"[900.0, 1000.0)",1,0.5694405610952625,0.3242625526204874
WW,6,3.01,"[1000.0, 1100.0)",0,,
WW,6,3.01,"[1100.0, 1200.0)",0,,
WW,6,3.01,"[1200.0, 1300.0)",0,,
WW,6,3.01,"[1300.0, 1400.0)",0,,
WW,6,3.01,"[1400.0, 1500.0)",0,,
WW,6,3.01,"[1500.0, 1600.0)",0,,
WW,6,3.01,"[1600.0, 1700.0)",0,,
WW,6,3.01,"[1700.0, 1800.0)",0,,
WW,6,3.01,"[1800.0, 1900.0)",0,,
WW,6,3.01,"[1900.0, 2000.0)",0,,
WW,6,3.01,"[2000.0, inf)",0,,
WZ,6,3.01,"[-inf, 200.0)",0,,
WZ,6,3.01,"[200.0, 300.0)",174,53.84623494245838,19.436409639868884
WZ,6,3.01,"[300.0, 400.0)",85,26.98205219879726,10.321190250822836
WZ,6,3.01,"[400.0, 500.0)",26,8.535440540490644,3.290448404817635
WZ,6,3.01,"[500.0, 600.0)",13,4.24939546051127,1.557091285261744
WZ,6,3.01,"[600.0, 700.0)",3,1.1487562813541912,0.47448711489645784
WZ,6,3.01,"[700.0, 800.0)",6,2.1468118249560524,0.9231087009667546
WZ,6,3.01,"[800.0, 900.0)",3,0.8475238859650361,0.33976690343631694
WZ,6,3.01,"[900.0, 1000.0)",1,0.09509090074039318,0.00904227940361931
WZ,6,3.01,"[1000.0, 1100.0)",1,0.13575129946769515,0.01842841530716785
WZ,6,3.01,"[1100.0, 1200.0)",0,,
WZ,6,3.01,"[1200.0, 1300.0)",0,,
WZ,6,3.01,"[1300.0, 1400.0)",0,,
WZ,6,3.01,"[1400.0, 1500.0)",0,,
WZ,6,3.01,"[1500.0, 1600.0)",0,,
WZ,6,3.01,"[1600.0, 1700.0)",0,,
WZ,6,3.01,"[1700.0, 1800.0)",0,,
WZ,6,3.01,"[1800.0, 1900.0)",0,,
WZ,6,3.01,"[1900.0, 2000.0)",0,,
WZ,6,3.01,"[2000.0, inf)",0,,
ZZ,6,3.01,"[-inf, 200.0)",0,,
ZZ,6,3.01,"[200.0, 300.0)",68,27.66844030037561,13.774538347695684
ZZ,6,3.01,"[300.0, 400.0)",22,9.093932590038934,4.608488476498316
ZZ,6,3.01,"[400.0, 500.0)",12,4.828186251383282,2.440048071236841
ZZ,6,3.01,"[500.0, 600.0)",4,1.9049775455926958,0.967555416899393
ZZ,6,3.01,"[600.0, 700.0)",3,1.3528210382860915,0.8334415064087934
ZZ,6,3.01,"[700.0, 800.0)",1,0.49003201812180364,0.24013137878452773
ZZ,6,3.01,"[800.0, 900.0)",1,0.5108018091754825,0.26091848825694597
ZZ,6,3.01,"[900.0, 1000.0)",0,,
ZZ,6,3.01,"[1000.0, 1100.0)",0,,
ZZ,6,3.01,"[1100.0, 1200.0)",0,,
ZZ,6,3.01,"[1200.0, 1300.0)",0,,
ZZ,6,3.01,"[1300.0, 1400.0)",0,,
ZZ,6,3.01,"[1400.0, 1500.0)",0,,
ZZ,6,3.01,"[1500.0, 1600.0)",0,,
ZZ,6,3.01,"[1600.0, 1700.0)",0,,
ZZ,6,3.01,"[1700.0, 1800.0)",0,,
ZZ,6,3.01,"[1800.0, 1900.0)",0,,
ZZ,6,3.01,"[1900.0, 2000.0)",0,,
ZZ,6,3.01,"[2000.0, inf)",0,,
WWW,6,3.01,"[-inf, 200.0)",0,,
WWW,6,3.01,"[200.0, 300.0)",14,0.5941580319537907,0.04507126004980223
WWW,6,3.01,"[300.0, 400.0)",6,0.39912705858875774,0.029351111153904347
WWW,6,3.01,"[400.0, 500.0)",5,0.22243384774688205,0.013865837565578496
WWW,6,3.01,"[500.0, 600.0)",1,0.06370197607817933,0.004057941756264931
WWW,6,3.01,"[600.0, 700.0)",1,0.08554326043155978,0.007317649405261664
WWW,6,3.01,"[700.0, 800.0)",1,0.06413308342618819,0.004113052389750415
WWW,6,3.01,"[800.0, 900.0)",1,0.06308897810096711,0.0039802191578243076
WWW,6,3.01,"[900.0, 1000.0)",0,,
WWW,6,3.01,"[1000.0, 1100.0)",0,,
WWW,6,3.01,"[1100.0, 1200.0)",0,,
WWW,6,3.01,"[1200.0, 1300.0)",0,,
WWW,6,3.01,"[1300.0, 1400.0)",0,,
WWW,6,3.01,"[1400.0, 1500.0)",0,,
WWW,6,3.01,"[1500.0, 1600.0)",0,,
WWW,6,3.01,"[1600.0, 1700.0)",0,,
WWW,6,3.01,"[1700.0, 1800.0)",0,,
WWW,6,3.01,"[1800.0, 1900.0)",0,,
WWW,6,3.01,"[1900.0, 2000.0)",0,,
WWW,6,3.01,"[2000.0, inf)",0,,
WWZ,6,3.01,"[-inf, 200.0)",0,,
WWZ,6,3.01,"[200.0, 300.0)",25,0.7983370100680177,0.03523316996072867
WWZ,6,3.01,"[300.0, 400.0)",12,0.4166050128660526,0.027782095679259617
WWZ,6,3.01,"[400.0, 500.0)",6,0.2211689649733749,0.009656940919897454
WWZ,6,3.01,"[500.0, 600.0)",2,0.07719699425853625,0.003084440473042523
WWZ,6,3.01,"[600.0, 700.0)",1,-0.041683328703861905,0.0017374998918341976
WWZ,6,3.01,"[700.0, 800.0)",2,0.017710689168446658,0.006706396502969899
WWZ,6,3.01,"[800.0, 900.0)",0,,
WWZ,6,3.01,"[900.0, 1000.0)",0,,
WWZ,6,3.01,"[1000.0, 1100.0)",0,,
WWZ,6,3.01,"[1100.0, 1200.0)",0,,
WWZ,6,3.01,"[1200.0, 1300.0)",0,,
WWZ,6,3.01,"[1300.0, 1400.0)",0,,
WWZ,6,3.01,"[1400.0, 1500.0)",0,,
WWZ,6,3.01,"[1500.0, 1600.0)",0,,
WWZ,6,3.01,"[1600.0, 1700.0)",0,,
WWZ,6,3.01,"[1700.0, 1800.0)",0,,
WWZ,6,3.01,"[1800.0, 1900.0)",0,,
WWZ,6,3.01,"[1900.0, 2000.0)",0,,
WWZ,6,3.01,"[2000.0, inf)",0,,
WZZ,6,3.01,"[-inf, 200.0)",0,,
WZZ,6,3.01,"[200.0, 300.0)",23,0.24623640184214787,0.004276932604648814
WZZ,6,3.01,"[300.0, 400.0)",12,0.1137566925197145,0.0022421085940761273
WZZ,6,3.01,"[400.0, 500.0)",5,0.058083042498617836,0.0008708158122810948
WZZ,6,3.01,"[500.0, 600.0)",2,0.033104179886421885,0.00054794336297629
WZZ,6,3.01,"[600.0, 700.0)",4,0.050833212773143635,0.0007837595373880271
WZZ,6,3.01,"[700.0, 800.0)",0,,
WZZ,6,3.01,"[800.0, 900.0)",0,,
WZZ,6,3.01,"[900.0, 1000.0)",0,,
WZZ,6,3.01,"[1000.0, 1100.0)",1,0.016176383486693324,0.00026167538270856433
WZZ,6,3.01,"[1100.0, 1200.0)",0,,
WZZ,6,3.01,"[1200.0, 1300.0)",0,,
WZZ,6,3.01,"[1300.0, 1400.0)",0,,
WZZ,6,3.01,"[1400.0, 1500.0)",0,,
WZZ,6,3.01,"[1500.0, 1600.0)",0,,
WZZ,6,3.01,"[1600.0, 1700.0)",0,,
WZZ,6,3.01,"[1700.0, 1800.0)",0,,
WZZ,6,3.01,"[1800.0, 1900.0)",0,,
WZZ,6,3.01,"[1900.0, 2000.0)",0,,
WZZ,6,3.01,"[2000.0, inf)",0,,
ZZZ,6,3.01,"[-inf, 200.0)",0,,
ZZZ,6,3.01,"[200.0, 300.0)",10,0.03515210928812387,0.000149936492919455
ZZZ,6,3.01,"[300.0, 400.0)",10,0.015206264246634784,7.426063458703899e-05
ZZZ,6,3.01,"[400.0, 500.0)",1,0.004800351241272455,2.304337203958601e-05
ZZZ,6,3.01,"[500.0, 600.0)",0,,
ZZZ,6,3.01,"[600.0, 700.0)",1,0.004509281012454403,2.0333615249281822e-05
ZZZ,6,3.01,"[700.0, 800.0)",0,,
ZZZ,6,3.01,"[800.0, 900.0)",0,,
ZZZ,6,3.01,"[900.0, 1000.0)",0,,
ZZZ,6,3.01,"[1000.0, 1100.0)",0,,
ZZZ,6,3.01,"[1100.0, 1200.0)",0,,
ZZZ,6,3.01,"[1200.0, 1300.0)",0,,
ZZZ,6,3.01,"[1300.0, 1400.0)",0,,
ZZZ,6,3.01,"[1400.0, 1500.0)",0,,
ZZZ,6,3.01,"[1500.0, 1600.0)",0,,
ZZZ,6,3.01,"[1600.0, 1700.0)",0,,
ZZZ,6,3.01,"[1700.0, 1800.0)",0,,
ZZZ,6,3.01,"[1800.0, 1900.0)",0,,
ZZZ,6,3.01,"[1900.0, 2000.0)",0,,
ZZZ,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[200.0, 300.0)",10,26.213336372581175,81.9091496232657
WJetsToLNu_HT-100To200,6,3.01,"[300.0, 400.0)",2,3.9435456345341264,10.68325842068067
WJetsToLNu_HT-100To200,6,3.01,"[400.0, 500.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[500.0, 600.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[600.0, 700.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[700.0, 800.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[800.0, 900.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-100To200,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-1200To2500,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-1200To2500,6,3.01,"[200.0, 300.0)",11849,85.92205756420246,0.7682071310324454
WJetsToLNu_HT-1200To2500,6,3.01,"[300.0, 400.0)",7491,52.47538857778717,0.4515173849262048
WJetsToLNu_HT-1200To2500,6,3.01,"[400.0, 500.0)",4161,26.922942723404102,0.2385590117203638
WJetsToLNu_HT-1200To2500,6,3.01,"[500.0, 600.0)",2370,14.175395197197982,0.10497966852967483
WJetsToLNu_HT-1200To2500,6,3.01,"[600.0, 700.0)",1493,8.427679837480365,0.05896409702112043
WJetsToLNu_HT-1200To2500,6,3.01,"[700.0, 800.0)",875,4.439376954979462,0.027593928266654574
WJetsToLNu_HT-1200To2500,6,3.01,"[800.0, 900.0)",623,2.936806400828403,0.017457277553187395
WJetsToLNu_HT-1200To2500,6,3.01,"[900.0, 1000.0)",416,1.7939231852572226,0.009609571284697952
WJetsToLNu_HT-1200To2500,6,3.01,"[1000.0, 1100.0)",326,1.3649414352751652,0.00765379606188607
WJetsToLNu_HT-1200To2500,6,3.01,"[1100.0, 1200.0)",259,1.1108180508522598,0.00790475360086294
WJetsToLNu_HT-1200To2500,6,3.01,"[1200.0, 1300.0)",152,0.5956533898949018,0.00313258199169247
WJetsToLNu_HT-1200To2500,6,3.01,"[1300.0, 1400.0)",78,0.3053795739758099,0.0015881602872494691
WJetsToLNu_HT-1200To2500,6,3.01,"[1400.0, 1500.0)",58,0.2309663443938968,0.0015511896818391892
WJetsToLNu_HT-1200To2500,6,3.01,"[1500.0, 1600.0)",33,0.15277044578826213,0.0007830353678238854
WJetsToLNu_HT-1200To2500,6,3.01,"[1600.0, 1700.0)",11,0.032021893693218846,0.00022862000887541545
WJetsToLNu_HT-1200To2500,6,3.01,"[1700.0, 1800.0)",8,0.03281475049594156,0.00018312345169466273
WJetsToLNu_HT-1200To2500,6,3.01,"[1800.0, 1900.0)",3,0.012671230491751376,5.383293637386991e-05
WJetsToLNu_HT-1200To2500,6,3.01,"[1900.0, 2000.0)",1,0.0015446820701359044,2.3860426977993423e-06
WJetsToLNu_HT-1200To2500,6,3.01,"[2000.0, inf)",5,0.01616538080032924,0.00014834812269786207
WJetsToLNu_HT-200To400,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[200.0, 300.0)",8859,7964.266513649536,8784.820516292175
WJetsToLNu_HT-200To400,6,3.01,"[300.0, 400.0)",1032,869.1889243332542,898.371377742879
WJetsToLNu_HT-200To400,6,3.01,"[400.0, 500.0)",13,7.327731161260512,5.660590708160594
WJetsToLNu_HT-200To400,6,3.01,"[500.0, 600.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[600.0, 700.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[700.0, 800.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[800.0, 900.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[900.0, 1000.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1000.0, 1100.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1100.0, 1200.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1200.0, 1300.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1300.0, 1400.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1400.0, 1500.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1500.0, 1600.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1600.0, 1700.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1700.0, 1800.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1800.0, 1900.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[1900.0, 2000.0)",0,,
WJetsToLNu_HT-200To400,6,3.01,"[2000.0, inf)",0,,
WJetsToLNu_HT-2500ToInf,6,3.01,"[-inf, 200.0)",0,,
WJetsToLNu_HT-2500ToInf,6,3.01,"[200.0, 300.0)",5869,0.7400156204946289,0.0001171240588367782
WJetsToLNu_HT-2500ToInf,6,3.01,"[300.0, 400.0)",4256,0.5284892119413475,8.625569289197393e-05
